address;netmask;comment;EA-Level1;EA-Level2;EA-Level3;EA-Site,,,,,,,,,,,,,,
10.117.0.128;255.255.255.224;Microsoft-Azure-ExpRGW-Enterprise-DR-02;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.0.160;255.255.255.224;Microsoft-Azure-ExpRGW-Security-Prod-01;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.0.192;255.255.255.224;Microsoft-Azure-ExpRGW-Security-non-Prod-01;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.0.224;255.255.255.224;Microsoft-Azure-ExpRGW-Security-DR-01;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.1.0;255.255.255.224;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.1.32;255.255.255.224;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.1.64;255.255.255.224;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.1.96;255.255.255.224;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.1.128;255.255.255.224;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.1.160;255.255.255.224;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.1.192;255.255.255.224;Enterprise-03-NA_MngSQL_Prod_01;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.1.224;255.255.255.224;Enterprise-03-NA_MngSQL_NonProd_01;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.2.0;255.255.255.0;RITM0402211 - NA Azure Active Director Domain Services;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.3.0;255.255.255.0;;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.4.0;255.255.255.224;Microsoft-Azure-ExpRGW-NA-Enterprise-Prod-03;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.4.32;255.255.255.224;Microsoft-Azure-ExpRGW-NA-Enterprise-NonProd-03;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.4.64;255.255.255.224;Microsoft-Azure-ExpRGW-NA-Enterprise-DR-03;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.4.96;255.255.255.224;Microsoft-Azure-ExpRGW-GLB-Network-NA-Prod-01;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.4.128;255.255.255.224;Microsoft-Azure-ExpRGW-GLB-Network-NA-NonProd-01;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.4.160;255.255.255.224;Microsoft-Azure-ExpRGW-GLB-Network-NA-DR-01;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.4.192;255.255.255.224;Enterprise-03-NA_MngSQL_DR_01;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.4.224;255.255.255.224;Microsoft-Azure-ExpRGW-PG-NA-External-02-AzureDatabricksVNet;P&G;Cloud Services;;NA External Azure,,,,,,,,,,,,,,
10.117.5.0;255.255.255.224;Microsoft-Azure-ExpRGW-GLB-CCoE-Test;P&G;Cloud Services;;Microsoft-Azure,,,,,,,,,,,,,,
10.117.6.0;255.255.254.0;;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.8.0;255.255.248.0;;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.16.0;255.255.248.0;RITM0402211 - NA Prod HDinsight;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.24.0;255.255.248.0;RITM0402211 - NA non Prod HDinsight;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.117.32.0;255.255.248.0;External-02-HDinsight-Prod-02;;;;,,,,,,,,,,,,,,
;;;;;;,,,,,,,,,,,,,,
10.117.40.0;255.255.248.0;External-02-HDinsight-Non-Prod-02;;;;,,,,,,,,,,,,,,
" from Markus H."";;;;;;",,,,,,,,,,,,,,
10.117.48.0;255.255.248.0;Microsoft Azure NA External-02 Prod Databricks;P&G;NA;;,,,,,,,,,,,,,,
10.117.56.0;255.255.248.0;Microsoft Azure NA External-02 NonProd Databricks;P&G;NA;;,,,,,,,,,,,,,,
10.117.64.0;19;;;NA Azure External;NA;,,,,,,,,,,,,,,
10.117.64.0;255.255.248.0;Azure databricks subnet automatically managed by Microsoft;P&G;Cloud Services;;NA External Azure,,,,,,,,,,,,,,
10.117.128.0;255.255.255.0;Amazon-AWS-Enterprise-prod-NA-AZ1-remoteaccess;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.128.0;20;;RITM0151326;;;,,,,,,,,,,,,,,
10.117.129.0;255.255.255.0;Amazon-AWS-Enterprise-prod-NA-AZ2-remoteaccess;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.130.0;255.255.255.0;Amazon-AWS-Enterprise-prod-EU-AZ1-remoteaccess;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.131.0;255.255.255.0;Amazon-AWS-Enterprise-prod-EU-AZ2-remoteaccess;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.132.0;255.255.255.0;Amazon-AWS-Enterprise-prod-AP-AZ1-remoteaccess;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.133.0;255.255.255.0;Amazon-AWS-Enterprise-prod-AP-AZ2-remoteaccess;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.134.0;255.255.255.128;Amazon-AWS-Enterprise-nonprod-NA-AZ1-remoteaccess;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.134.128;255.255.255.128;Amazon-AWS-Enterprise-nonprod-NA-AZ2-remoteaccess;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.135.0;255.255.255.0;;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.136.0;255.255.252.0;Amazon AWS NA CCoE Nutanix Test;P&G;Cloud Services;;AWS US East Virginia,,,,,,,,,,,,,,
10.117.144.0;255.255.240.0;Container For Cloud Based P&G Projects;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.117.160.0;255.255.240.0;Microsoft-Azure-External-RemoteAccess;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.117.176.0;255.255.254.0;China Azure External remote access Cisco ASAv PROD;P&G;Cloud Services;Microsoft-Azure-External-China;,,,,,,,,,,,,,,
10.117.178.0;255.255.254.0;China Azure External remote access Cisco ASAv QA;P&G;Cloud Services;Microsoft-Azure-External-China;,,,,,,,,,,,,,,
10.117.180.0;255.255.252.0;Container For Cloud Based P&G Projects;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.117.184.0;255.255.248.0;CCoE Test Subscription;P&G;Cloud Services;Cloud Services;Cloud Services,,,,,,,,,,,,,,
10.117.192.0;19;;RITM0151326 RITM0151326 RITM0151326;Cloud/AWS;N/A;,,,,,,,,,,,,,,
10.117.192.0;255.255.252.0;Nutanix Nutanix Frame Test;P&G;Cloud Services;Cloud Services;Cloud/AWS,,,,,,,,,,,,,,
10.117.196.0;255.255.252.0;Nutanix Nutanix Frame Test;P&G;Cloud Services;Cloud Services;Cloud/AWS,,,,,,,,,,,,,,
10.117.200.0;255.255.252.0;Nutanix Nutanix Frame Test;P&G;Cloud Services;Cloud Services;Cloud/AWS,,,,,,,,,,,,,,
10.117.204.0;255.255.252.0;Nutanix Nutanix Frame Test;P&G;Cloud Services;Cloud Services;Cloud/AWS,,,,,,,,,,,,,,
10.117.208.0;255.255.252.0;Nutanix Nutanix Frame Test;P&G;Cloud Services;Cloud Services;Cloud/AWS,,,,,,,,,,,,,,
10.117.212.0;255.255.252.0;Nutanix Nutanix Frame Test;P&G;Cloud Services;Cloud Services;Cloud/AWS,,,,,,,,,,,,,,
10.117.216.0;255.255.252.0;Nutanix Nutanix Frame Test;P&G;Cloud Services;Cloud Services;Cloud/AWS,,,,,,,,,,,,,,
10.117.220.0;255.255.252.0;Nutanix Nutanix Frame Test;P&G;Cloud Services;Cloud Services;Cloud/AWS,,,,,,,,,,,,,,
10.118.0.0;255.255.0.0;Microsoft-Azure-External-PROD-NA-01;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.119.0.0;255.255.0.0;Microsoft-Azure-External-non-PROD-NA-01;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.120.0.0;255.255.240.0;EU AWS External Prod;P&G;EMEA;;EU AWS,,,,,,,,,,,,,,
10.120.16.0;255.255.240.0;AWS External NonProd;P&G;;;EU AWS,,,,,,,,,,,,,,
10.121.0.0;255.255.128.0;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.121.128.0;255.255.128.0;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.122.0.0;255.255.240.0;AP AWS External Prod;P&G;;;AP AWS,,,,,,,,,,,,,,
10.122.32.0;255.255.240.0;AP AWS External NonProd;P&G;;;AP AWS,,,,,,,,,,,,,,
10.123.0.0;255.255.128.0;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.123.128.0;255.255.128.0;RITM0487516;P&G;Cloud Services;Microsoft-Azure;,,,,,,,,,,,,,,
10.124.0.0;255.255.0.0;Amazon-AWS-External-PROD-CN-01;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.125.0.0;255.255.192.0;Amazon-AWS-External-nonPROD-CN-01 RITM0104349;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.125.0.0;16;;;;;,,,,,,,,,,,,,,
10.125.64.0;255.255.254.0;Amazon-AWS-External-SecurityPROD-CN-01 RITM0104349;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.125.66.0;255.255.254.0;Amazon-AWS-External-SharedServicesProd-CN-01 RITM0104349;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.125.68.0;255.255.255.0;Amazon-AWS-External-SecuritynonPROD-CN-01 RITM0104349;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.125.69.0;255.255.255.0;Amazon-AWS-External-Payer-CN-01 RITM0104349;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.125.70.0;255.255.254.0;Container For Cloud Based P&G Projects;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.125.72.0;255.255.255.0;China AWS External prod remote access pool AZ1;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.125.73.0;255.255.255.0;China AWS External prod remote access pool AZ2;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.125.74.0;255.255.255.0;China AWS External non-prod remote access pool AZ1;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.125.75.0;255.255.255.0;China AWS External non-prod remote access pool AZ2;P&G;Cloud Services;Amazon-AWS-External;,,,,,,,,,,,,,,
10.125.76.0;255.255.252.0;Container For Cloud Based P&G Projects;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.125.80.0;255.255.254.0;Microsoft-Azure-Security Prod RITM0257756;P&G;Cloud Services;Microsoft-Azure-Security-China;,,,,,,,,,,,,,,
10.125.82.0;255.255.255.0;Microsoft-Azure-Security nonProd RITM0257756;P&G;Cloud Services;Microsoft-Azure-Security-China;,,,,,,,,,,,,,,
10.125.83.0;255.255.255.0;Container For Cloud Based P&G Projects;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.125.84.0;255.255.252.0;Container For Cloud Based P&G Projects;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.125.88.0;255.255.248.0;Container For Cloud Based P&G Projects;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.125.96.0;255.255.224.0;Container For Cloud Based P&G Projects;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.125.128.0;255.255.128.0;Container For Cloud Based P&G Projects;P&G;Cloud Services;Cloud Services;,,,,,,,,,,,,,,
10.126.0.0;255.255.128.0;Microsoft-Azure-External-China-Prod RITM0257756;P&G;Cloud Services;Microsoft-Azure-External-China;,,,,,,,,,,,,,,
10.126.128.0;255.255.128.0;New Transit design Microsoft-Azure-External-China-Prod;P&G;Cloud Services;Microsoft-Azure-External-China;,,,,,,,,,,,,,,
10.127.0.0;255.255.128.0;Microsoft-Azure-External-China-nonProd RITM0257756;P&G;Cloud Services;Microsoft-Azure-External-China;,,,,,,,,,,,,,,
10.127.128.0;255.255.128.0;New Transit design Microsoft-Azure-External-China-NonProd;P&G;Cloud Services;Microsoft-Azure-External-China;,,,,,,,,,,,,,,
10.128.0.0;255.254.0.0;;P&G;DNS;DNS;,,,,,,,,,,,,,,
10.130.0.0;255.255.0.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.131.0.0;255.255.255.0;;P&G;EMEA;EMEA;,,,,,,,,,,,,,,
10.131.1.0;255.255.255.0;;P&G;AP;NORTH RYDE - SYDNEY GO - 8321;8321,,,,,,,,,,,,,,
10.131.2.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.131.4.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.131.8.0;255.255.248.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.131.16.0;255.255.240.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.131.32.0;255.255.224.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.131.64.0;255.255.224.0;;P&G;DNS;DNS;,,,,,,,,,,,,,,
10.131.96.0;255.255.224.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.131.128.0;255.255.128.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.0.0;255.255.240.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.16.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.18.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.19.0;255.255.255.255;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.19.1;255.255.255.255;;P&G;NA;BT Interconnect - Cincinnati - CBTS Data Center - BT614;BT614,,,,,,,,,,,,,,
10.132.19.2;255.255.255.254;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.19.4;255.255.255.252;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.19.8;255.255.255.248;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.19.16;255.255.255.240;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.19.32;255.255.255.224;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.19.64;255.255.255.192;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.19.128;255.255.255.128;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.20.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.24.0;255.255.248.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.32.0;255.255.224.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.64.0;255.255.192.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.132.128.0;255.255.128.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.133.0.0;255.255.255.0;;P&G;AP;Ellerslie - Ellerslie SO - Wella - 7279;7279,,,,,,,,,,,,,,
10.133.1.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.133.2.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.133.4.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.133.8.0;255.255.248.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.133.16.0;255.255.240.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.133.32.0;255.255.224.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.133.64.0;255.255.192.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.133.128.0;255.255.128.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.134.0.0;255.255.0.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.135.0.0;255.255.224.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.135.32.0;255.255.240.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.135.48.0;255.255.248.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.135.56.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.135.58.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.135.59.0;255.255.255.0;;P&G;EMEA;EMEA;,,,,,,,,,,,,,,
10.135.60.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.135.64.0;255.255.192.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.135.128.0;255.255.128.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.136.0.0;255.252.0.0;;P&G;EMEA;EMEA;,,,,,,,,,,,,,,
10.140.0.0;255.254.0.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.142.0.0;255.255.0.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.143.0.0;255.255.0.0;;P&G;LA;RIO DE JANEIRO - RIO DE JANEIRO - OFFICE - 7379;7379,,,,,,,,,,,,,,
10.144.0.0;255.252.0.0;;P&G;EMEA;EMEA;,,,,,,,,,,,,,,
10.148.0.0;255.254.0.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.0.0;255.255.252.0;;P&G;AP;AP;,,,,,,,,,,,,,,
10.150.4.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.5.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.6.0;255.255.255.0;;P&G;DNS;DNS;,,,,,,,,,,,,,,
10.150.7.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.8.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.9.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.10.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.12.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.16.0;255.255.252.0;;P&G;DNS;DNS;,,,,,,,,,,,,,,
10.150.20.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.24.0;255.255.248.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.32.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.33.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.34.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.35.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.36.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.37.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.38.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.39.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.40.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.41.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.42.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.43.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.44.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.45.0;255.255.255.0;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
10.150.46.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.48.0;255.255.240.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.64.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.65.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.66.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.67.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.68.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.69.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.70.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.71.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.72.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.73.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.74.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.76.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.77.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.78.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.80.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.81.0;255.255.255.0;;P&G;EMEA;WALLDUERN - WALLDUERN PLANT - 7863;7863,,,,,,,,,,,,,,
10.150.82.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.84.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.88.0;255.255.248.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.96.0;255.255.224.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.128.0;255.255.248.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.136.0;255.255.255.224;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.136.32;255.255.255.240;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.136.48;255.255.255.252;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.136.52;255.255.255.252;;P&G;EMEA;KRONBERG - KRONBERG PLANT - 7855;7855,,,,,,,,,,,,,,
10.150.136.56;255.255.255.248;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.136.64;255.255.255.192;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.136.128;255.255.255.128;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.137.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.138.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.140.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.144.0;255.255.240.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.160.0;255.255.224.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.150.192.0;255.255.192.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.151.0.0;255.255.0.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.152.0.0;255.248.0.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.0.0;255.255.248.0;;P&G;EMEA;EMEA;,,,,,,,,,,,,,,
10.160.8.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.12.0;255.255.255.0;;P&G;EMEA;HEIST OP DEN BERG - HEIST-OP-DEN-BERG - 8634;8634,,,,,,,,,,,,,,
10.160.13.0;255.255.255.192;New Wireless LAN for SSID DuraC0nnect;;;;,,,,,,,,,,,,,,
10.160.13.64;255.255.255.192;Reserved for Duracell;;;;,,,,,,,,,,,,,,
10.160.13.128;255.255.255.192;Reserved for Duracell;;;;,,,,,,,,,,,,,,
10.160.13.192;255.255.255.192;Existing space but Reserved for Duracell;;;;,,,,,,,,,,,,,,
10.160.14.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.16.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.20.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.22.0;255.255.255.0;Gillette VLAN;P&G;EMEA;LODZ - LODZ WODNA PLANT - 7872;7872,,,,,,,,,,,,,,
10.160.23.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.24.0;255.255.248.0;;P&G;DNS;DNS;,,,,,,,,,,,,,,
10.160.32.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.34.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.35.0;255.255.255.0;;P&G;EMEA;AARSCHOT - AARSCHOT PLANT - 7839;7839,,,,,,,,,,,,,,
10.160.36.0;255.255.252.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.40.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.41.0;255.255.255.0;;P&G;EMEA;AARSCHOT - AARSCHOT PLANT - 7839;7839,,,,,,,,,,,,,,
10.160.42.0;255.255.255.0;;P&G;EMEA;AARSCHOT - AARSCHOT PLANT - 7839;7839,,,,,,,,,,,,,,
10.160.43.0;255.255.255.0;;P&G;EMEA;AARSCHOT - AARSCHOT PLANT - 7839;7839,,,,,,,,,,,,,,
10.160.44.0;255.255.255.0;;P&G;EMEA;AARSCHOT - AARSCHOT PLANT - 7839;7839,,,,,,,,,,,,,,
10.160.45.0;255.255.255.0;;P&G;EMEA;AARSCHOT - AARSCHOT PLANT - 7839;7839,,,,,,,,,,,,,,
10.160.46.0;255.255.255.0;;P&G;EMEA;AARSCHOT - AARSCHOT PLANT - 7839;7839,,,,,,,,,,,,,,
10.160.47.0;255.255.255.0;;P&G;EMEA;HEIST OP DEN BERG - HEIST-OP-DEN-BERG - 8634;8634,,,,,,,,,,,,,,
10.160.48.0;255.255.254.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
10.160.50.0;255.255.255.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
